PROPERTY_ID,ADDRESS,PROPERTY_TYPE,LOT_SIZE,LATITUDE,LONGITUDE,TOTAL_VALUE,LAND_VALUE,BUILDING_VALUE,GROSS_AREA,YEAR_BUILT,BUILDING_AGE,NEIGHBORHOOD,USE_CODE,TAX_STATUS,CONDO_FLAG,CORRIDOR_SEGMENT
90-155,561 Massachusetts Ave,RETAIL-STORE,14381.0,42.36479084044227,-71.1020278056514,,,,,,,4.0,325,,False,Central Square Area
93-74,544 Massachusetts Ave,RETAIL-OFFIC,4391.0,42.36428917299413,-71.10243122928382,,,,,,,5.0,345,,False,Central Square Area
166-52,146 Mt Auburn St,RETAIL-OFFIC,2570.0,42.37394190287046,-71.12490094576273,,,,,,,10.0,345,,False,Harvard Square Area
178-91,1876 Massachusetts Ave,RETAIL-OFFIC,4228.0,42.38827695526066,-71.11973568147155,,,,,,,9.0,345,,False,Porter Square Area
90-133,583 Massachusetts Ave,RETAIL-OFFIC,18218.0,42.36531370446843,-71.10234335372694,,,,,,,4.0,345,,False,Central Square Area
168-21,1 Mifflin Pl,INV-OFFICE,7139.0,42.37342580118339,-71.1225136729377,,,,,,,10.0,346,,False,Harvard Square Area
154-89,1741 Massachusetts Ave,RETAIL-STORE,3600.0,42.38458162513277,-71.11910431988984,,,,,,,8.0,325,,False,Porter Square Area
84-67,1260 Cambridge St,RETAIL-OFFIC,2980.0,42.373231080436284,-71.09850213447767,,,,,,,3.0,345,,False,Harvard Square Area
91-208,493-507 Massachusetts Ave,RETAIL-OFFIC,21698.0,42.36447972767728,-71.101177197394,,,,,,,4.0,345,,False,Central Square Area
75-44,21 Bishop Allen Dr,GEN-OFFICE,2219.0,42.36393503596132,-71.09883237746381,,,,,,,4.0,340,,False,Central Square Area
165-53,124 Mt Auburn St,INV-OFFICE,63840.0,42.37284384386154,-71.1237546749883,,,,,,,10.0,346,,False,Harvard Square Area
154-111,1759 Massachusetts Ave,RETAIL-CONDO,4664.0,42.385217792038894,-71.11904772338836,,,,,,,8.0,327,,False,Porter Square Area
160-64,28-36 Brattle St,RETAIL-OFFIC,5541.0,42.373059337649536,-71.12070571718132,,,,,,,10.0,345,,False,Harvard Square Area
168-59,48 Brattle St,RETAIL-OFFIC,6261.0,42.374129063666544,-71.12179714988739,,,,,,,10.0,345,,False,Harvard Square Area
107-135,689 Massachusetts Ave,RETAIL-OFFIC,9788.0,42.36606380066659,-71.1042783698665,,,,,,,6.0,345,Religious NonTax,False,Central Square Area
110-18,204 Hampshire St,RETAIL-OFFIC,1702.0,42.373098790008676,-71.10029816832815,,,,,,,6.0,345,,False,Harvard Square Area
74-6,93 Windsor St,RETAIL-STORE,3274.0,42.36378020954803,-71.09682219774696,,,,,,,4.0,325,,False,Central Square Area
116-94,983R Massachusetts Ave,RETAIL-STORE,5000.0,42.36940118418878,-71.11073590381166,,,,,,,6.0,325,,False,Harvard Square Area
105-81,706 Massachusetts Ave,RETAIL-OFFIC,13267.0,42.365667756499725,-71.10476081415729,,,,,,,7.0,345,,False,Central Square Area
199-90,2106 Massachusetts Ave,RETAIL-STORE,5969.0,42.391469108764525,-71.12389657105066,,,,,,,11.0,325,,False,Porter Square Area
114A-66,1398 Cambridge St,GEN-OFFICE,12159.0,42.373519597963806,-71.1011825804909,,,,,,,6.0,340,,False,Harvard Square Area
90-14,84 Prospect St,GEN-OFFICE,17755.0,42.367155141406165,-71.10218705387423,,,,,,,4.0,340,,False,Harvard Square Area
216-7,10 Concord Ave,GEN-OFFICE,8037.0,42.37830056558452,-71.1241563438759,,,,,,,10.0,340,,False,Porter Square Area
140-134,1571 Cambridge St,"Hospitals, Medical Office",280257.0,42.375719450564645,-71.10666337167038,,,,,,,6.0,955,Other NonTax,False,Porter Square Area
109-51,323 Broadway,GEN-OFFICE,7502.0,42.36971650558339,-71.10132491929622,,,,,,,6.0,340,,False,Harvard Square Area
70-91,323 Massachusetts Ave,RETAIL-STORE,6272.0,42.36259234626355,-71.0986073233111,,,,,,,4.0,325,,False,Central Square Area
70-51,233 Massachusetts Ave,Higher Ed and Comm Mixed,7360.0,42.36177101104604,-71.09720349156746,,,,,,,4.0,942,,False,Central Square Area
165-55,14 University Rd,RETAIL-OFFIC,126310.0,42.37235820534313,-71.12349582950652,,,,,,,10.0,345,,False,Harvard Square Area
166-37,8 Revere St,GEN-OFFICE,1488.0,42.37346352354858,-71.12416147657964,,,,,,,10.0,340,,False,Harvard Square Area
160-14,1336-1362 Massachusetts Ave,RETAIL-OFFIC,75894.0,42.37259023404723,-71.11867455988259,,,,,,,7.0,345,Educ NonTax,False,Harvard Square Area
160-59,21 Dunster St,RETAIL-OFFIC,7694.0,42.37292711935174,-71.1191552215932,,,,,,,7.0,345,,False,Harvard Square Area
168-36,1 Brattle Sq,INV-OFFICE,28940.0,42.37317894221045,-71.12139419812723,,,,,,,10.0,346,,False,Harvard Square Area
166-77,5 Revere St,GEN-OFFICE,2185.0,42.37353632528423,-71.12441287116106,,,,,,,10.0,340,,False,Harvard Square Area
140-148,1613 Cambridge St,RETAIL-STORE,13134.0,42.375008756855685,-71.10908941263467,,,,,,,6.0,325,,False,Porter Square Area
174-37,1664-1668 Massachusetts Ave,RETAIL-STORE,6918.0,42.3819141512643,-71.12010863457358,,,,,,,9.0,325,,False,Porter Square Area
110-21,192 Hampshire St,RETAIL-OFFIC,2067.0,42.37280367737028,-71.09996500863065,,,,,,,6.0,345,,False,Harvard Square Area
121-2,1050 Massachusetts Ave,RETAIL-OFFIC,20384.0,42.3697226526562,-71.11302424523073,,,,,,,7.0,345,,False,Harvard Square Area
168-64,52 Brattle St,RETAIL-OFFIC,6811.0,42.37430171558986,-71.12209250575145,,,,,,,10.0,345,,False,Harvard Square Area
74-127,119 Windsor St,"Hospitals, Medical Office",40770.0,42.36461451841754,-71.09687812339992,,,,,,,4.0,955,City NonTax,False,Central Square Area
85-66,1164 Cambridge St,RETAIL-STORE,5683.0,42.372949676496496,-71.09694545309067,,,,,,,3.0,325,,False,Harvard Square Area
134-33,1045 Massachusetts Ave,RETAIL-STORE,10501.0,42.37021094019479,-71.11259523715741,,,,,,,6.0,325,,False,Harvard Square Area
160-71,95 Mt Auburn St,RETAIL-OFFIC,5701.0,42.372897347269095,-71.12034367058709,,,,,,,10.0,345,,False,Harvard Square Area
133-12,47-49 Mt Auburn St,RETAIL-STORE,3220.0,42.371412112012315,-71.1166137668038,,,,,,,7.0,325,,False,Harvard Square Area
117-56,859 Massachusetts Ave,GEN-OFFICE,5049.0,42.36767009275619,-71.1068997048038,,,,,,,6.0,340,,False,Harvard Square Area
169-46,37 Brattle St,RETAIL-STORE,17388.0,42.37362831533274,-71.12064386699764,,,,,,,10.0,325,,False,Harvard Square Area
169-67,31 Church St,RETAIL-STORE,2015.0,42.37449394782996,-71.12018150375879,,,,,,,10.0,325,,False,Harvard Square Area
176-64,1764 Massachusetts Ave,RETAIL-CONDO,7467.0,42.385337800140086,-71.11963228793846,,,,,,,9.0,327,,False,Porter Square Area
68-50,220 Massachusetts Ave,INV-OFFICE,8709.0,42.361138706666274,-71.09699432589883,,,,,,,5.0,346,,False,Central Square Area
159-2,1 Harvard Sq,RETAIL-STORE,1921.0,42.37356758931977,-71.11894592089139,,,,,,,6.0,325,,False,Harvard Square Area
82-31,1147 Cambridge St,RETAIL-STORE,2974.0,42.37332015809668,-71.0962746650941,,,,,,,3.0,325,,False,Harvard Square Area
162-54,57 Jfk St,RETAIL-STORE,14506.0,42.3720701141394,-71.12092897873457,,,,,,,10.0,325,,False,Harvard Square Area
108-54,364 Broadway,RETAIL-STORE,3653.0,42.370416381587795,-71.1044443955656,,,,,,,6.0,325,,False,Harvard Square Area
90-52,605 Massachusetts Ave,RETAIL-OFFIC,917.0,42.36519966737505,-71.10290846128123,,,,,,,4.0,345,,False,Central Square Area
81-100,302 Elm St,RETAIL-STORE,9684.0,42.37327877188588,-71.09502881268318,,,,,,,3.0,325,,False,Harvard Square Area
110-91,275 Prospect St,RETAIL-STORE,9388.0,42.37218877968944,-71.09928586268146,,,,,,,6.0,325,,False,Harvard Square Area
133-49,43-45 Mt Auburn St,GEN-OFFICE,5102.0,42.37128087244064,-71.11624447894272,,,,,,,7.0,340,Other NonTax,False,Harvard Square Area
119-95,488 Green St,OFFICE-CONDO,15390.0,42.36697616606702,-71.10843193972141,,,,,,,7.0,343,,False,Central Square Area
125-73,53 Pleasant St,RETAIL-STORE,7540.0,42.36357289259068,-71.10899630648355,,,,,,,5.0,325,,False,Central Square Area
168-13,44 Brattle St,RETAIL-OFFIC,16781.0,42.373706530674994,-71.1219458680609,,,,,,,10.0,345,,False,Harvard Square Area
169-7,21 Church St,RETAIL-STORE,2401.0,42.374502985947224,-71.11982322165922,,,,,,,10.0,325,Religious NonTax,False,Harvard Square Area
160-77,69 Mt Auburn St,RETAIL-OFFIC,4369.0,42.37210566600546,-71.11822649285703,,,,,,,7.0,345,,False,Harvard Square Area
83-92,229-241 Hampshire St,OFFICE-CONDO,6086.0,42.374049212835104,-71.1008499897108,,,,,,,3.0,343,,False,Harvard Square Area
150-114,104 Oxford St,RETAIL-STORE,2808.0,42.38317071243761,-71.1159506085106,,,,,,,8.0,325,,False,Porter Square Area
83-98,1335-1337 Cambridge St,RETAIL-STORE,2707.0,42.37375751323829,-71.09983772977075,,,,,,,3.0,325,,False,Harvard Square Area
109-50,321 Broadway,RETAIL-STORE,7831.0,42.369624205258276,-71.10106872945106,,,,,,,6.0,325,,False,Harvard Square Area
120-74,930 Massachusetts Ave,GEN-OFFICE,3070.0,42.368391516345596,-71.10936797084216,,,,,,,7.0,340,,False,Harvard Square Area
118-34,6 Bigelow St,GEN-OFFICE,6516.0,42.367536551494844,-71.10549957465078,,,,,,,6.0,340,,False,Harvard Square Area
133-27,1132 Massachusetts Ave,RETAIL-OFFIC,1510.0,42.37078957903567,-71.1141971556144,,,,,,,7.0,345,,False,Harvard Square Area
162-17,8 Eliot Sq,RETAIL-OFFIC,3132.0,42.37247106316568,-71.12140292183298,,,,,,,10.0,345,,False,Harvard Square Area
118-1,847 Massachusetts Ave,GEN-OFFICE,4839.0,42.36756774323631,-71.1066746204123,,,,,,,6.0,340,,False,Harvard Square Area
181-88,2067 Massachusetts Ave,RETAIL-OFFIC,78646.0,42.39194509549098,-71.12252077600638,,,,,,,11.0,345,,False,Porter Square Area
90-20,254 Harvard St,OFFICE-CONDO,6665.0,42.368094485473556,-71.10162885880274,,,,,,,4.0,343,,False,Harvard Square Area
121-13,22 Putnam Ave,GEN-OFFICE,8147.0,42.369428914140336,-71.11317835410183,,,,,,,7.0,340,,False,Harvard Square Area
169-98,50-52 Church St,RETAIL-OFFIC,23793.0,42.37370330453416,-71.12033280694985,,,,,,,10.0,345,,False,Harvard Square Area
90-161,647-655 Massachusetts Ave,RETAIL-OFFIC,8628.0,42.365694476765505,-71.10351849189975,,,,,,,4.0,345,,False,Central Square Area
84-101,299-305 Prospect St,RETAIL-STORE,31165.0,42.372993068413656,-71.09890171695315,,,,,,,3.0,325,,False,Harvard Square Area
162-36,56 Jfk St,RETAIL-OFFIC,6273.0,42.37173106391955,-71.12041136305896,,,,,,,7.0,345,,False,Harvard Square Area
152-51,1815 Massachusetts Ave,Higher Ed and Comm Mixed,108636.0,42.387323494296375,-71.1186400368896,,,,,,,8.0,942,Educ NonTax,False,Porter Square Area
133-28,1130 Massachusetts Ave,GEN-OFFICE,1646.0,42.37075254087723,-71.11411636722863,,,,,,,7.0,340,,False,Harvard Square Area
84-1,1360 Cambridge St,RETAIL-OFFIC,9174.0,42.3735460097054,-71.10037380287908,,,,,,,3.0,345,,False,Harvard Square Area
154-97,1735 Massachusetts Ave,RETAIL-STORE,5847.0,42.38433133073005,-71.1191380827456,,,,,,,8.0,325,,False,Porter Square Area
119-93,17 Sellers St,GEN-OFFICE,5698.0,42.366862512013924,-71.10729646005795,,,,,,,7.0,340,,False,Central Square Area
160-66,99 Mt Auburn St,RETAIL-STORE,3441.0,42.372930113891876,-71.12052441614654,,,,,,,10.0,325,,False,Harvard Square Area
93-48,46 Pearl St,GEN-OFFICE,1485.0,42.36364764300979,-71.10343026151784,,,,,,,5.0,340,,False,Central Square Area
88-53,130 Prospect St,OFFICE-CONDO,12072.0,42.36839360024319,-71.10126980925823,,,,,,,4.0,343,,False,Harvard Square Area
173-65,1642 Massachusetts Ave,RETAIL-STORE,2701.0,42.381182927281124,-71.1200314633537,,,,,,,9.0,325,,False,Porter Square Area
175-77,1718 Massachusetts Ave,GEN-OFFICE,3309.0,42.38381637402394,-71.12018178345885,,,,,,,9.0,340,,False,Porter Square Area
93-78,516 Massachusetts Ave,RETAIL-STORE,7363.0,42.36397726166855,-71.10211680412284,,,,,,,5.0,325,,False,Central Square Area
110-55,186 Hampshire St,RETAIL-OFFIC,3660.0,42.372405589260914,-71.09961588842621,,,,,,,6.0,345,,False,Harvard Square Area
141-80,100 Kirkland St,RETAIL-CONDO,5325.0,42.377893442129675,-71.10728437001646,,,,,,,6.0,327,,False,Porter Square Area
90-70,599 Massachusetts Ave,RETAIL-OFFIC,5643.0,42.36517937940821,-71.10272443581609,,,,,,,4.0,345,,False,Central Square Area
160-69,1390 Massachusetts Ave,RETAIL-OFFIC,12351.0,42.37329294812269,-71.11930939091572,,,,,,,7.0,345,,False,Harvard Square Area
175-75,1720 Massachusetts Ave,RETAIL-STORE,25656.0,42.383887187728995,-71.11992697984486,,,,,,,9.0,325,,False,Porter Square Area
110-16,126 Inman St,GEN-OFFICE,7200.0,42.373054605624695,-71.10052817073834,,,,,,,6.0,340,,False,Harvard Square Area
109-22,335 Broadway,GEN-OFFICE,8676.0,42.37017724033486,-71.1022416144919,,,,,,,6.0,340,,False,Harvard Square Area
160-67,30 Jfk St,RETAIL-OFFIC,3941.0,42.372720862678605,-71.1196201353459,,,,,,,7.0,345,,False,Harvard Square Area
91-52,401 Massachusetts Ave,RETAIL-STORE,3066.0,42.36365152035769,-71.09995565909003,,,,,,,4.0,325,,False,Central Square Area
168-20,5 Mifflin Pl,GEN-OFFICE,5011.0,42.373500506519484,-71.12230802404707,,,,,,,10.0,340,,False,Harvard Square Area
166-24,142 Mt Auburn St,GEN-OFFICE,5203.0,42.37379543039445,-71.12450968593282,,,,,,,10.0,340,,False,Harvard Square Area
79-22,121-123 Hampshire St,RETAIL-STORE,4125.0,42.370211789897716,-71.09622546863532,,,,,,,3.0,325,,False,Harvard Square Area
95-79,116 Brookline St,GEN-OFFICE,18709.0,42.36091672455078,-71.10387246483094,,,,,,,5.0,340,,False,Central Square Area
168-33,40 Brattle St,RETAIL-OFFIC,13000.0,42.373428611012486,-71.12171170645313,,,,,,,10.0,345,,False,Harvard Square Area
199-67,2096 Massachusetts Ave,RETAIL-STORE,6253.0,42.39124725578673,-71.1235856484492,,,,,,,11.0,325,,False,Porter Square Area
176-15,1780 Massachusetts Ave,RETAIL-STORE,16226.0,42.38597047902422,-71.11971344293089,,,,,,,9.0,325,,False,Porter Square Area
93-73,554 Massachusetts Ave,RETAIL-OFFIC,11791.0,42.36428770542246,-71.10262497605774,,,,,,,5.0,345,,False,Central Square Area
168-49,131 Mt Auburn St,GEN-OFFICE,2939.0,42.37383035462259,-71.12360811087586,,,,,,,10.0,340,,False,Harvard Square Area
133-23,8-10 Arrow St,GEN-OFFICE,16694.0,42.37094690932489,-71.1148701684233,,,,,,,7.0,340,,False,Harvard Square Area
160-72,39 Jfk St,RETAIL-OFFIC,5862.0,42.37280340407243,-71.12016693067118,,,,,,,10.0,345,,False,Harvard Square Area
160-24,1324 Massachusetts Ave,Higher Ed and Comm Mixed,4735.0,42.372849290394136,-71.11780564676506,,,,,,,7.0,942,,False,Harvard Square Area
160-63,26 Brattle St,RETAIL-STORE,2765.0,42.37308431234663,-71.12040323619348,,,,,,,10.0,325,,False,Harvard Square Area
174-73,1702 Massachusetts Ave,RETAIL-STORE,4247.0,42.38321337128692,-71.11982450571057,,,,,,,9.0,325,,False,Porter Square Area
118-79,5 Bigelow St,GEN-OFFICE,4156.0,42.367542481318964,-71.10607145863834,,,,,,,6.0,340,,False,Harvard Square Area
169-93,1400 Massachusetts Ave,RETAIL-OFFIC,8879.0,42.37365529438855,-71.11955892738484,,,,,,,10.0,345,,False,Harvard Square Area
93-72,22 Pearl St,RETAIL-OFFIC,1250.0,42.36421336934881,-71.10290203305274,,,,,,,5.0,345,,False,Central Square Area
90-185,575 Massachusetts Ave,RETAIL-OFFIC,5478.0,42.36502823178316,-71.10232248320456,,,,,,,4.0,345,,False,Central Square Area
114A-120,1412 Cambridge St,RETAIL-STORE,3556.0,42.37363071118757,-71.101509096131,,,,,,,6.0,325,,False,Harvard Square Area
134-59,1033 Massachusetts Ave,RETAIL-OFFIC,22131.0,42.36995019564108,-71.11200538486816,,,,,,,6.0,345,,False,Harvard Square Area
133-30,1122 Massachusetts Ave,RETAIL-OFFIC,2842.0,42.370637338604745,-71.11394932277518,,,,,,,7.0,345,,False,Harvard Square Area
107-136,675 Massachusetts Ave,GEN-OFFICE,44436.0,42.36614039654557,-71.1039055196026,,,,,,,6.0,340,,False,Central Square Area
160-84,22 Holyoke St,RETAIL-STORE,960.0,42.37222743642174,-71.11822003501938,,,,,,,7.0,325,,False,Harvard Square Area
162-64,14 Eliot St,RETAIL-OFFIC,2580.0,42.37228984518011,-71.12152452038507,,,,,,,10.0,345,,False,Harvard Square Area
178-133,1906 Massachusetts Ave,RETAIL-OFFIC,15024.0,42.388787001189804,-71.12018753708695,,,,,,,11.0,345,,False,Porter Square Area
129-11,237 Putnam Ave,GEN-OFFICE,56952.0,42.363095415814364,-71.11404973422053,,,,,,,7.0,340,,False,Central Square Area
106-123,618 Massachusetts Ave,RETAIL-OFFIC,10074.0,42.36481705846385,-71.10353063402962,,,,,,,5.0,345,,False,Central Square Area
133-20,1156-1162 Massachusetts Ave,RETAIL-OFFIC,2817.0,42.37122193955944,-71.11459785842742,,,,,,,7.0,345,,False,Harvard Square Area
91-87,489 Massachusetts Ave,RETAIL-OFFIC,7393.0,42.364196933972984,-71.10115555360979,,,,,,,4.0,345,,False,Central Square Area
93-99,11 Brookline St,GEN-OFFICE,10745.0,42.363745561699616,-71.10196908150157,,,,,,,5.0,340,,False,Central Square Area
123-90,201 Western Ave,"Hospitals, Medical Office",5259.0,42.365010109320295,-71.1104466630792,,,,,,,7.0,955,City NonTax,False,Central Square Area
178-117,1960 Massachusetts Ave,GEN-OFFICE,9002.0,42.38971775559875,-71.12071017798253,,,,,,,11.0,340,,False,Porter Square Area
168-25,14-16 Story St,GEN-OFFICE,6400.0,42.37367882299335,-71.12246749128293,,,,,,,10.0,340,,False,Harvard Square Area
169-50,8 Brattle St,RETAIL-OFFIC,6453.0,42.373583900486175,-71.11949778443655,,,,,,,10.0,345,,False,Harvard Square Area
70-74,209 Massachusetts Ave,GEN-OFFICE,14833.0,42.36169108389503,-71.09669622539086,,,,,,,4.0,340,,False,Central Square Area
168-22,125 Mt Auburn St,INV-OFFICE,12342.0,42.373560482164486,-71.12304985638964,,,,,,,10.0,346,,False,Harvard Square Area
87-153,166-172 Prospect St,GEN-OFFICE,8021.0,42.369476260010124,-71.10062572455539,,,,,,,4.0,340,,False,Harvard Square Area
179-42,1955 Massachusetts Ave,RETAIL-OFFIC,6707.0,42.38998225211148,-71.12003861416005,,,,,,,11.0,345,,False,Porter Square Area
139-83,1540 Cambridge St,RETAIL-STORE,2567.0,42.374231311612824,-71.10637156742527,,,,,,,6.0,325,,False,Harvard Square Area
70-86,750 Main St,GEN-OFFICE,46319.0,42.36284217633843,-71.09624864136259,,,,,,,4.0,340,,False,Central Square Area
161-2,72 Mt Auburn St,Higher Ed and Comm Mixed,3680.0,42.37170985809879,-71.11835087885733,,,,,,,7.0,942,,False,Harvard Square Area
179-75,1937 Massachusetts Ave,RETAIL-STORE,5886.0,42.389659250776766,-71.11993457627679,,,,,,,11.0,325,,False,Porter Square Area
160-48,1290 Massachusetts Ave,RETAIL-OFFIC,12231.0,42.372624710617,-71.11695472540512,,,,,,,7.0,345,,False,Harvard Square Area
169-81,26-28 Church St,RETAIL-OFFIC,2970.0,42.374278079006295,-71.12005432285193,,,,,,,10.0,345,Educ NonTax,False,Harvard Square Area
111-34,8 Camelia Ave,"Hospitals, Medical Office",2870.0,42.3748307578776,-71.10523544660127,,,,,,,6.0,955,City NonTax,False,Harvard Square Area
140-61,1591 Cambridge St,"Hospitals, Medical Office",24400.0,42.37518257739307,-71.10792736798555,,,,,,,6.0,955,Other NonTax,False,Porter Square Area
106-124,596 Massachusetts Ave,RETAIL-STORE,20854.0,42.36473937278971,-71.10337881537109,,,,,,,5.0,325,,False,Central Square Area
200-79,2044 Massachusetts Ave,RETAIL-STORE,4606.0,42.39071468203418,-71.12264397415586,,,,,,,11.0,325,,False,Porter Square Area
168-60,4-12 Story St,RETAIL-OFFIC,15382.0,42.373846861743964,-71.12210706204125,,,,,,,10.0,345,Educ NonTax,False,Harvard Square Area
160-57,24 Brattle St,RETAIL-OFFIC,15850.0,42.37327664889207,-71.1197565060729,,,,,,,10.0,345,,False,Harvard Square Area
162-67,45 Dunster St,RETAIL-OFFIC,7528.0,42.37213391618775,-71.11959745030475,,,,,,,7.0,345,,False,Harvard Square Area
165-57,116 Mt Auburn St,RETAIL-OFFIC,20800.0,42.37288428511044,-71.12250948872354,,,,,,,10.0,345,,False,Harvard Square Area
